client,context_id,context_name,context_type,status,description,start_date,end_date,archived_at,external_codes,created_at,updated_at,sync_date
QTS Data Centers,69f10c28beb6279e947be4e3,"ASH1DC2 - QTS Investment Properties Ashburn, LLC",Project,active,,2026-05-01,2026-07-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4cd,"FTW1DC2 - QTS Fort Worth I DC2, LLC",Project,active,,2025-11-18,2026-05-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4f6,"CDR1DC3 - QTS Cedar Rapids I DC3, LLC",Project,active,,2025-09-15,2026-05-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4df,"DEN1DC1 - QTS Aurora, LLC",Project,active,,2024-06-01,2026-04-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4ce,"MAN1DC6 - QTS Manassas I DC6, LLC",Project,active,,2026-03-01,2026-06-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4ea,"ATL2DC3 - QTS Fayetteville I, LLC",Project,active,,2025-11-17,,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4e0,"NAL1DC1 - QTS New Albany I DC1, LLC",Project,active,,2025-07-30,2026-01-21,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4e8,"ASH2DC2 - QTS Lockridge DC2, LLC",Project,active,,2024-11-01,2026-01-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4cb,"DFW1DC6 - QTS Irving DC6, LLC",Project,active,,2026-02-01,2026-04-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4cf,"NAL1DC2 - QTS New Albany I DC2, LLC",Project,active,,2025-12-19,2026-04-28,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4d2,"ATL2DC10 - QTS Fayetteville II, DC9-10, LLC",Project,active,,2026-12-18,2027-08-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4e7,"DFW2DC4 - QTS Dallas I DC4, LLC",Project,active,,2027-02-01,2027-05-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4d0,"NAL2DC1 - QTS New Albany II DC1, LLC",Project,active,,2025-11-12,2025-12-15,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4d1,"NAL2DC2 - QTS New Albany II DC2, LLC",Project,active,,2026-01-02,2026-04-21,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4d3,"ATL2DC2 - QTS Fayetteville I DC1-2, LLC",Project,active,,2025-06-30,2025-11-15,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4c9,"DFW1DC4 - QTS Irving DC4, LLC",Project,active,,2025-12-31,2026-01-08,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4cc,"DFW2DC3 - QTS Dallas I DC3, LLC",Project,active,,2026-12-01,2027-09-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4d8,"MAN1DC4 - QTS Manassas I DC4, LLC",Project,active,,,,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4ec,"MAN1DC5 - QTS Manassas DC-5, LLC",Project,active,,2021-10-01,2026-08-16,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4f5,"CDR1DC2 - QTS Cedar Rapids I DC2, LLC",Project,active,,2025-11-18,2026-10-30,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4d7,"CHI1DC1 - QTS Chicago I DC1, LLC",Project,active,,2029-06-01,2029-06-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4e4,"DEN1DC2 - QTS Aurora I DC2, LLC",Project,active,,2026-08-01,2026-08-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4f4,"CDR1DC1 - QTS Cedar Rapids I DC1, LLC",Project,active,,2025-10-20,2026-10-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4ca,"DFW1DC5 - QTS Irving DC5, LLC",Project,active,,2025-08-23,2025-10-08,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4d6,"CLT1DC1 - QTS York I, LLC",Project,active,,2025-12-01,,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4e6,"DFW2DC2 - QTS Dallas I DC2, LLC",Project,active,,2026-10-01,2027-04-01,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69f10c28beb6279e947be4d9,"ATL2DC5 - QTS Fayetteville I, LLC",Project,active,,2025-12-01,,,,2026-04-28,2026-05-14,2026-05-15
QTS Data Centers,69fc9b6f2c4b2730d63db1d5,"DFW2DC1 - QTS Dallas I DC1, LLC",Project,active,,2026-09-01,2026-12-01,,,2026-05-07,2026-05-14,2026-05-15
