client,request_id,vendor_id,vendor_name,context_id,context_name,request_name,status,compliance_status,compliance_profile,compliance_tracking,cert_status,cert_expiration,cert_issue_date,cert_reviewed_at,cert_url,cert_flag_level,cert_flag_notes,applies_to_all,updated_at,sync_date
"Block Real Estate Services, LLC",69fdf75c62446148bd855f78,69fded1062446148bd848c64,Chazmine English,69fdef8fbf1df2fe9692198a,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855fac,69fded2462446148bd8492c4,"Worldpac, Inc.",69fdefe60bb484cab513acd9,bkp362,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f5c,69fded0d62446148bd848b50,Allure Hair Studio,69fdef7403a2257cd27da147,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f90,69fded1c62446148bd849003,New Nail & Spa,69fdef94fa0b60fcd50d6424,3rd989,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855fa2,69fded1762446148bd848e7a,Hydro Extrusion USA LLC,69fdefb802bb2c42a879f4b6,bf3945,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855fb4,69fded1c62446148bd849009,Nextaff Group LLC,69fdeff702bb2c42a87a062f,ccc268,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f56,69fded2162446148bd84917d,Soar Nutrition,69fdef6abf1df2fe969214c6,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f5e,69fded0e62446148bd848b9e,Astro Ventures,69fdef7403a2257cd27da147,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f80,69fded1862446148bd848eb6,Jonathan Walker and JayQuan Lee'on Roby,69fdef8fbf1df2fe9692198a,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f9c,69fded1562446148bd848ded,"Gas Equipment, Inc",69fdefb2fa0b60fcd50d6be7,bf3944,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855fa0,69fded2262446148bd84920d,The Missouri Gaming Company,69fdefb2fa0b60fcd50d6be7,bf3944,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855fb7,69fded1e62446148bd8490b4,Principal Life Insurance Company,69fdeff702bb2c42a87a062f,ccc268,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f59,69fded1862446148bd848eaa,Jimmy John's,69fdef6fe45e7dcf5c433fc2,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f68,69fded2062446148bd849147,Select Physical Therapy / Healthsouth Corp,69fdef7403a2257cd27da147,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f72,69fded2162446148bd849183,"Soleran, Inc. (sublease from Sunflower Health Plan / Centene Management Company, LLC)",69fdef860bb484cab5138c69,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f74,69fded1a62446148bd848f46,Magvia Percussion LLC,69fdef8bfa0b60fcd50d6056,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f7c,69fded1462446148bd848d7e,Evalinesthetics,69fdef8fbf1df2fe9692198a,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f87,69fded0d62446148bd848b71,Anthony Vasquez,69fdf5c2e84e20262bb42483,3rd979,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f88,69fded1362446148bd848d24,Dollar Tree #03352,69fdf5c2e84e20262bb42483,3rd979,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f8f,69fded1c62446148bd848ffa,New China Super Buffet,69fdef94fa0b60fcd50d6424,3rd989,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f92,69fded2362446148bd84922b,Top Notch Store LLC,69fdef94fa0b60fcd50d6424,3rd989,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855fa3,69fded1862446148bd848ecb,"Kansas City Gymnastics, Inc.",69fdefb802bb2c42a879f4b6,bf3945,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f91,69fded1c62446148bd849018,Office Depot,69fdef94fa0b60fcd50d6424,3rd989,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f97,69fded1962446148bd848ee6,"Kawneer Company, Inc.",69fdefae0bb484cab51399d2,bf3943,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f9e,69fded1e62446148bd84909f,Polaris Pharmacy Services of Missouri,69fdefb2fa0b60fcd50d6be7,bf3944,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f64,69fded1a62446148bd848f34,Long's Shotokan Karate Academy and Martial Arts LLC,69fdef7403a2257cd27da147,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855f67,69fded1d62446148bd849051,"Hydro Ponics / River Market Hydro / Palm Green, LLC",69fdef7403a2257cd27da147,,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855fa7,69fded1962446148bd848f10,Larrys Nursery,69fdefc138cbea6b3a68d4da,bf3947,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855faa,69fded1b62446148bd848fd3,Mohawk Carpet Distributio,69fdefe60bb484cab513acd9,bkp362,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf75c62446148bd855fb8,69fded1f62446148bd8490db,R G Brinkmann Company,69fdeff702bb2c42a87a062f,ccc268,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c5,69fded2262446148bd849210,The Peavey Corporation,69fdf0150bb484cab513b4eb,col720,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d5,69fded1662446148bd848e2c,Guardian Water & Air Systems LLC,69fdf03902bb2c42a87a13b8,hig143,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f6,69fded1662446148bd848e23,Grocery Delivery Logistics Inc,69fdf05e0e86e2f8723db3e7,kci284,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd857403,69fded0e62446148bd848b83,Applied Industrial Technologies Inc,69fdf06abf1df2fe96926664,kci289,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd857407,69fded1d62446148bd84904e,Pack3000 LLC,69fdf06de45e7dcf5c4377cd,kci290,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573a7,69fded1462446148bd848da8,"First Biomedical, Inc",69fdf0023b208288e0a7c731,cck640,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573e6,69fded0d62446148bd848b47,All Copy Products Inc,69fdf05002bb2c42a87a1859,kc2704,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f3,69fded1962446148bd848f2e,Link Media Omaha LLC,69fdf0590bb484cab513c4cc,kci283,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573a5,69fded2462446148bd8492c7,WWEX Franchise Holdings LLC,69fdeff702bb2c42a87a062f,ccc268,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573a8,69fded1762446148bd848e83,"Image Quest, Inc",69fdf0023b208288e0a7c731,cck640,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ae,69fded1962446148bd848f04,Ku Gynecology and Obstetrical Foundation - unit 200,69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573b8,69fded1162446148bd848c94,"College Park Endoscopy Center, LLC",69fdf00d0e86e2f8723da443,cm3758,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573be,69fded0e62446148bd848b8f,Arrowhead Forensics,69fdf0150bb484cab513b4eb,col720,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c6,69fded2462446148bd8492ac,WellSky Corporation,69fdf01803a2257cd27dd982,cp3269,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d6,69fded1762446148bd848e59,Hensley Electric Inc,69fdf03902bb2c42a87a13b8,hig143,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573dd,69fded0d62446148bd848b59,American Residential Services LLC,69fdf03c3b208288e0a7d188,int072,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573fe,69fded1362446148bd848d3c,E2 Optics LLC,69fdf067fa0b60fcd50d99bf,kci288,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573bc,69fded2362446148bd84926d,University of Kansas Hospital Authority,69fdf00d0e86e2f8723da443,cm3758,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d7,69fded1a62446148bd848f82,McQuaid Brothers Remodeling,69fdf03902bb2c42a87a13b8,hig143,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573dc,69fded2362446148bd849264,"United Access of KC, LLC",69fdf03902bb2c42a87a13b8,hig143,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573fa,69fded1462446148bd848db1,First Key Homes,69fdf061bf1df2fe969263d0,kci286,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ce,69fded2462446148bd8492cd,Xpress Stop 2 LLC,69fdf02903a2257cd27dddc3,gd2426,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d4,69fded1262446148bd848cd6,Cruise Marketing Inc,69fdf03902bb2c42a87a13b8,hig143,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573e1,69fded2362446148bd84926d,University of Kansas Hospital Authority,69fdf0473b208288e0a7d535,kc2702,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573e4,69fded1162446148bd848ca0,Consolidated Supply Co,69fdf04d03a2257cd27de3b8,kc2703,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ea,69fded1462446148bd848d9f,FILGR LLC,69fdf0533b208288e0a7d827,kci281,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573fd,69fded1162446148bd848c88,Clopay Building Products,69fdf067fa0b60fcd50d99bf,kci288,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ab,69fded2162446148bd849198,Sports Rehab Submetered Electric,69fdf00503a2257cd27dd397,cm1756,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573af,69fded1962446148bd848f07,Laboratory Corporation of America Holdings,69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c0,69fded1062446148bd848c3a,BWI Companies Inc,69fdf0150bb484cab513b4eb,col720,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c8,69fded1562446148bd848db4,First Watch,69fdf01f3b208288e0a7cdb6,fwr117,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d8,69fded1b62446148bd848f91,Medical Technology Associates Inc,69fdf03902bb2c42a87a13b8,hig143,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573fb,69fded1962446148bd848efb,Knappco LLC,69fdf061bf1df2fe969263d0,kci286,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573b2,69fded1e62446148bd849087,Phlebology Management LLC,69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573bf,69fded0e62446148bd848bb0,AVI-SPL LLC,69fdf0150bb484cab513b4eb,col720,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c3,69fded1e62446148bd849093,Pivot International Inc,69fdf0150bb484cab513b4eb,col720,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f0,69fded2462446148bd8492b2,West Shore Home LLC,69fdf05638cbea6b3a68f4ea,kci282,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd857400,69fded1e62446148bd8490a2,Polymershapes LLC,69fdf067fa0b60fcd50d99bf,kci288,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd857405,69fded1562446148bd848dc0,Force America Inc,69fdf06abf1df2fe96926664,kci289,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573a6,69fded0f62446148bd848bef,Biomune Company,69fdf0023b208288e0a7c731,cck640,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573a9,69fded1862446148bd848ec5,Kansas City Bone & Joint Clinic,69fdf00503a2257cd27dd397,cm1756,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c7,69fded1c62446148bd848ff1,Nestle Purina PetCare Co.,69fdf01c02bb2c42a87a0f07,dav189,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573cc,69fded1d62446148bd849063,Parvin Laundry LLC,69fdf02903a2257cd27dddc3,gd2426,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573e8,69fded2062446148bd849168,Siemens Corporation,69fdf05002bb2c42a87a1859,kc2704,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ac,69fded1062446148bd848c40,Carondelet Orthopaedic Surgeons PC,69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573db,69fded2262446148bd8491ef,Test & Measurement Inc,69fdf03902bb2c42a87a13b8,hig143,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd857402,69fded0c62446148bd848b2c,Advanced Turf Solutions Inc,69fdf06abf1df2fe96926664,kci289,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573b1,69fded1b62446148bd848fa3,"Metro Spine & Rehab, P.A.",69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573b6,69fded0d62446148bd848b4a,Allergy & Asthma Care,69fdf00d0e86e2f8723da443,cm3758,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573bd,69fded2262446148bd8491f2,"Teva Neuroscience, Inc",69fdf01138cbea6b3a68e74b,cna251,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c2,69fded1662446148bd848e35,H M Cragg Co,69fdf0150bb484cab513b4eb,col720,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c4,69fded1f62446148bd8490ff,"Revolutionary Business Concepts, Inc",69fdf0150bb484cab513b4eb,col720,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d9,69fded1d62446148bd849042,"Oz Accommodations, Inc.",69fdf03902bb2c42a87a13b8,hig143,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f2,69fded1962446148bd848f25,Lightning Logistics,69fdf0590bb484cab513c4cc,kci283,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f7,69fded1d62446148bd84905d,Parker Americas Inc,69fdf05e0e86e2f8723db3e7,kci284,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f8,69fded0e62446148bd848baa,Auction Merchandise of KC,69fdf061bf1df2fe969263d0,kci286,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd857404,69fded1162446148bd848c7f,CJ Industries LLC,69fdf06abf1df2fe96926664,kci289,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd857406,69fded1662446148bd848e26,GS Operating LLC dba Gexpro Services,69fdf06de45e7dcf5c4377cd,kci290,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ad,69fded1262446148bd848d0c,Dermatology Consultants,69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573b0,69fded1a62446148bd848f76,MB Properties LLC,69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573b5,69fded2362446148bd84926d,University of Kansas Hospital Authority,69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573b7,69fded0f62446148bd848c10,"Body Contour Centers, LLC",69fdf00d0e86e2f8723da443,cm3758,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d0,69fded2162446148bd84919e,SRS Distribution Inc,69fdf02c0bb484cab513b6a0,glo511,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d3,69fded1562446148bd848dc6,Foxx Equipment Company,69fdf03603a2257cd27ddee7,glo519,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ef,69fded1862446148bd848eb3,Johnson Granite Supply Inc,69fdf05638cbea6b3a68f4ea,kci282,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c1,69fded1462446148bd848d8d,Faith Technologies Inc,69fdf0150bb484cab513b4eb,col720,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573eb,69fded1762446148bd848e4a,Healthy Meals Inc,69fdf0533b208288e0a7d827,kci281,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f1,69fded1762446148bd848e77,Hyalogic LLC,69fdf0590bb484cab513c4cc,kci283,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd857401,69fded2062446148bd84913b,Seal Harbor Capital LLC,69fdf067fa0b60fcd50d99bf,kci288,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573aa,69fded1862446148bd848ece,Kansas City Urology Care,69fdf00503a2257cd27dd397,cm1756,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ca,69fded1262446148bd848ce2,Dactyl LLC,69fdf02303a2257cd27ddb99,gd1403,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573cb,69fded1d62446148bd849033,O'Reilly Automotive,69fdf02903a2257cd27dddc3,gd2426,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d1,69fded0d62446148bd848b74,Anytime Labor-KC Metro,69fdf03603a2257cd27ddee7,glo519,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573d2,69fded1262446148bd848cc7,Creative Consumer Concepts Inc,69fdf03603a2257cd27ddee7,glo519,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573e7,69fded0e62446148bd848b8c,ARJ Infusion Services,69fdf05002bb2c42a87a1859,kc2704,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f4,69fded1d62446148bd84906f,Penske Truck Leasing Co LP,69fdf0590bb484cab513c4cc,kci283,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573f5,69fded1f62446148bd849102,Riverside Pharmacy Associates LLC,69fdf0590bb484cab513c4cc,kci283,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573ff,69fded1c62446148bd849006,New York Air Brake Co,69fdf067fa0b60fcd50d99bf,kci288,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573b3,69fded2162446148bd849195,Sports Rehab & Physical Therapy Inc,69fdf00902bb2c42a87a0a88,cm2757,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573bb,69fded2362446148bd84926d,University of Kansas Hospital Authority,69fdf00d0e86e2f8723da443,cm3758,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf76e62446148bd8573c9,69fded1d62446148bd84907b,Petfolk Real Estate Holdings LLC,69fdf01f3b208288e0a7cdb6,fwr117,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
